Type,Name,Description,File,Module/Class,Line Number,Severity
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'erpnext.controllers.accounts_controller.AccountsController' has LCOM of 73 (non-cohesive: 264, cohesive: 191)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/controllers/accounts_controller.py,erpnext.controllers.accounts_controller.AccountsController,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'erpnext.controllers.selling_controller.SellingController' has LCOM of 107 (non-cohesive: 229, cohesive: 122)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/controllers/selling_controller.py,erpnext.controllers.selling_controller.SellingController,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'erpnext.controllers.buying_controller.BuyingController' has LCOM of 17 (non-cohesive: 85, cohesive: 68)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/controllers/buying_controller.py,erpnext.controllers.buying_controller.BuyingController,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'erpnext.controllers.stock_controller.StockController' has LCOM of 25 (non-cohesive: 65, cohesive: 40)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/controllers/stock_controller.py,erpnext.controllers.stock_controller.StockController,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.buying.doctype.purchase_order.purchase_order.PurchaseOrder' has RFC of 31 (methods: 11, external calls: 20)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/buying/doctype/purchase_order/purchase_order.py,erpnext.buying.doctype.purchase_order.purchase_order.PurchaseOrder,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.buying.doctype.supplier.supplier.Supplier' has RFC of 24 (methods: 15, external calls: 9)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/buying/doctype/supplier/supplier.py,erpnext.buying.doctype.supplier.supplier.Supplier,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.selling.doctype.quotation.quotation.Quotation' has RFC of 21 (methods: 10, external calls: 11)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/selling/doctype/quotation/quotation.py,erpnext.selling.doctype.quotation.quotation.Quotation,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.selling.doctype.opportunity.opportunity.Opportunity' has RFC of 23 (methods: 12, external calls: 11)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/selling/doctype/opportunity/opportunity.py,erpnext.selling.doctype.opportunity.opportunity.Opportunity,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.selling.doctype.sales_order.sales_order.SalesOrder' has RFC of 36 (methods: 21, external calls: 15)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/selling/doctype/sales_order/sales_order.py,erpnext.selling.doctype.sales_order.sales_order.SalesOrder,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.selling.doctype.sales_order.test_sales_order.TestSalesOrder' has RFC of 39 (methods: 16, external calls: 23)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/selling/doctype/sales_order/test_sales_order.py,erpnext.selling.doctype.sales_order.test_sales_order.TestSalesOrder,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.selling.doctype.installation_note.installation_note.InstallationNote' has RFC of 25 (methods: 13, external calls: 12)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/selling/doctype/installation_note/installation_note.py,erpnext.selling.doctype.installation_note.installation_note.InstallationNote,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.selling.doctype.customer.customer.Customer' has RFC of 29 (methods: 18, external calls: 11)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/selling/doctype/customer/customer.py,erpnext.selling.doctype.customer.customer.Customer,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.setup.doctype.email_digest.email_digest.EmailDigest' has RFC of 55 (methods: 39, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/setup/doctype/email_digest/email_digest.py,erpnext.setup.doctype.email_digest.email_digest.EmailDigest,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.setup.doctype.naming_series.naming_series.NamingSeries' has RFC of 26 (methods: 10, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/setup/doctype/naming_series/naming_series.py,erpnext.setup.doctype.naming_series.naming_series.NamingSeries,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.setup.doctype.company.company.Company' has RFC of 35 (methods: 15, external calls: 20)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/setup/doctype/company/company.py,erpnext.setup.doctype.company.company.Company,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.manufacturing.doctype.bom.bom.BOM' has RFC of 51 (methods: 33, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/manufacturing/doctype/bom/bom.py,erpnext.manufacturing.doctype.bom.bom.BOM,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.manufacturing.doctype.production_planning_tool.production_planning_tool.ProductionPlanningTool' has RFC of 39 (methods: 23, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py,erpnext.manufacturing.doctype.production_planning_tool.production_planning_tool.ProductionPlanningTool,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.utilities.transaction_base.TransactionBase' has RFC of 27 (methods: 8, external calls: 19)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/utilities/transaction_base.py,erpnext.utilities.transaction_base.TransactionBase,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.utilities.doctype.sms_control.sms_control.SMSControl' has RFC of 28 (methods: 9, external calls: 19)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/utilities/doctype/sms_control/sms_control.py,erpnext.utilities.doctype.sms_control.sms_control.SMSControl,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.accounts.report.accounts_receivable.accounts_receivable.AccountsReceivableReport' has RFC of 25 (methods: 15, external calls: 10)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,erpnext.accounts.report.accounts_receivable.accounts_receivable.AccountsReceivableReport,,Medium
Structural,High Response for a Class (RFC),"Class 'erpnext.accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice' has RFC of 45 (methods: 25, external calls: 20)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/accounts/doctype/sales_invoice/test_sales_invoice.py,erpnext.accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.accounts.doctype.purchase_invoice.purchase_invoice.PurchaseInvoice' has RFC of 47 (methods: 21, external calls: 26)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,erpnext.accounts.doctype.purchase_invoice.purchase_invoice.PurchaseInvoice,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.accounts.doctype.journal_voucher.journal_voucher.JournalVoucher' has RFC of 39 (methods: 21, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/accounts/doctype/journal_voucher/journal_voucher.py,erpnext.accounts.doctype.journal_voucher.journal_voucher.JournalVoucher,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.accounts.doctype.account.account.Account' has RFC of 38 (methods: 24, external calls: 14)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/accounts/doctype/account/account.py,erpnext.accounts.doctype.account.account.Account,,High
Structural,High Response for a Class (RFC),"Class 'erpnext.support.doctype.maintenance_schedule.maintenance_schedule.MaintenanceSchedule' has RFC of 28 (methods: 16, external calls: 12)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v4.0.1/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py,erpnext.support.doctype.maintenance_schedule.maintenance_schedule.MaintenanceSchedule,,Medium
